id	GSM5176138_Control	GSM5176139_Control	GSM5176140_Control	GSM5176141_Control	GSM5176142_Control	GSM1332201_Control	GSM1332202_Control	GSM1332203_Control	GSM1332204_Control	GSM1332205_Control	GSM1332206_Control	GSM1332207_Control	GSM1332208_Control	GSM1332209_Control	GSM1332210_Control	GSM1337304_Control	GSM1337305_Control	GSM1337306_Control	GSM1337307_Control	GSM1337308_Control	GSM1337309_Control	GSM1337310_Control	GSM1337311_Control	GSM1337312_Control	GSM1337313_Control	GSM5176143_Treat	GSM5176144_Treat	GSM5176145_Treat	GSM5176146_Treat	GSM5176147_Treat	GSM5176148_Treat	GSM1332211_Treat	GSM1332212_Treat	GSM1332213_Treat	GSM1332214_Treat	GSM1332215_Treat	GSM1332216_Treat	GSM1332217_Treat	GSM1332218_Treat	GSM1332219_Treat	GSM1332220_Treat	GSM1337327_Treat	GSM1337328_Treat	GSM1337329_Treat	GSM1337330_Treat	GSM1337331_Treat	GSM1337332_Treat	GSM1337333_Treat	GSM1337334_Treat	GSM1337335_Treat	GSM1337336_Treat	GSM1339633_Treat	GSM1339632_Treat	GSM1339631_Treat	GSM1339630_Treat	GSM1339629_Treat	GSM1339628_Treat
DCAF7	7.2878502	7.4303695	7.1258541	6.9368117	7.5287989	6.9824157	7.4639313	7.554614	7.3093091	7.831451	7.1927549	7.659126	7.370011	7.4120989	7.6715028	7.5969408	7.8582732	7.3310813	7.9966951	7.3937594	7.7623708	7.9989097	7.7554586	7.8337812	7.8899964	7.7939246	7.4428641	7.7548711	7.5981877	7.7644363	7.4733889	7.5175087	7.5838589	7.3429801	7.149562	7.336475	7.1666394	6.89536	7.678994	7.2353864	7.6848702	7.24317	7.3689368	7.4418776	7.1400518	7.1350081	7.2223239	7.1408344	7.0915981	7.1320391	7.5495982	7.579112	7.448124	7.3527127	7.7968151	7.6306575	7.6062173
DDR2	9.825818	9.1524428	9.1124167	8.9698188	9.0177678	9.2756922	10.7738018	10.38716	9.2965806	9.438611	9.347046	9.473805	9.877803	9.6970993	10.174172	9.3818086	10.0081294	10.3213711	9.1788408	9.3332013	10.0762948	10.1059647	10.3658626	10.3040496	10.098651	9.7140607	10.102345	9.6957388	8.4080391	8.8438137	9.0384103	9.6417348	9.5620141	8.9859952	9.72589	9.437313	9.3495526	7.63547	8.887723	9.7756253	10.0877606	9.2338243	8.9184614	9.5846023	8.1552279	9.4061513	8.5011139	8.6179651	8.3230861	9.1544428	9.5939391	9.650226	9.6403217	10.2718182	10.1551929	10.242107	9.0634785
DECR1	8.7447501	9.198459	9.0520574	9.6080215	9.2712134	9.2078141	9.3408647	9.351145	9.61334	8.555667	9.8072037	9.07719	8.725849	9.4857	9.2980393	9.7450434	9.588491	9.9500773	8.2342803	9.3640349	9.1073152	9.1432237	9.2781218	9.4267439	9.3996924	8.8809173	9.5756686	9.5395893	9.6108287	9.4407557	9.6121446	9.2628813	9.4575146	8.959929	9.255662	9.677324	9.4211029	9.36036	9.384262	9.3504305	9.156428	9.1828454	9.3323553	9.2153296	9.5649979	9.5800483	9.3935081	10.0368706	9.3468365	9.1696012	9.3510483	10.02356	9.258569	9.1134726	9.4053817	9.56262	8.9347031
DHODH	5.9889727	6.1969643	6.3755617	6.1698958	6.8976075	6.5932483	6.2336178	6.452218	6.2000665	6.364421	6.2079205	6.526218	6.437282	6.2686882	6.6414068	6.4438383	6.2659023	6.1490278	7.2202278	7.0274666	6.0229124	6.2552975	6.3523388	6.0611265	5.8636669	6.6011963	6.7369957	6.5122974	6.3831165	6.4088417	6.0956322	6.2538538	6.0077046	6.5594613	5.844303	6.158722	6.7203858	6.374026	6.35175	6.0824643	6.4563157	6.6662753	6.2727621	6.324389	6.4693346	6.3982317	6.4148149	6.516309	6.3424901	6.2210633	5.9195189	6.405495	6.1905658	5.9885032	6.46874	6.3723121	6.3045409
DLD	9.6737121	9.2592541	9.6144746	9.4761108	9.757249	9.9339197	9.737653	9.278758	9.9047072	9.528079	9.8476539	9.56586	8.735989	9.865592	9.688781	9.1846974	9.5292889	9.8963564	9.0657073	9.6420082	9.9697544	8.6837302	9.0440742	9.569448	9.1846974	9.2028926	9.3006252	9.2837447	10.2238285	9.6498478	9.1414324	9.2503558	10.2557014	9.0702187	9.58236	9.970037	9.5787948	9.765393	9.557373	9.3432289	9.0288152	9.8888576	9.7095758	9.910063	9.5159571	9.7024812	9.8606461	9.7005718	9.9687368	9.8185307	9.6506581	9.541455	10.0193039	9.6081928	9.8846896	9.4949099	9.7060851
DNAJB6	8.0176491	8.6365723	7.7691372	8.4765549	8.0930132	9.0742277	8.0205677	7.480207	8.0010556	8.208908	7.9318396	7.946427	7.492645	8.0125148	8.0555307	7.6984389	8.1220647	8.0307715	7.9245638	8.1693842	7.9324362	7.7261226	7.8444906	7.6319006	7.6733925	8.0055352	8.4725959	7.7971503	7.6587666	8.2165301	8.4599048	7.9719385	8.0419705	8.3123037	8.135711	8.104264	8.5099535	7.90709	8.286417	8.4711903	7.7176885	8.4058955	8.3960374	8.260056	8.3629128	8.6891317	8.5803059	8.1513614	8.092752	8.4562994	8.1555129	8.630559	8.135039	8.5416459	7.8512077	8.0734173	8.1841253
DPEP1	5.1410571	6.4903538	7.0298044	6.6583321	6.2200026	6.713106	6.0852311	7.099979	7.1200025	6.171752	6.0701583	6.419648	7.167578	6.6514608	6.2588258	6.5437514	6.8088431	6.2689981	6.3871806	7.1485775	5.9151152	6.9570236	6.6157845	6.0635193	6.1666031	6.9867096	6.5631875	6.8409747	6.689771	5.6895038	7.3368452	7.0310978	6.7838177	6.7677633	4.417517	5.443384	6.4980786	6.83263	6.882947	6.52442	6.5048989	6.8248567	6.4816425	5.0254374	4.7343907	6.5692098	4.392781	6.9297917	6.8033195	5.9735521	6.6523651	6.488614	6.0730126	6.7251172	5.2495235	5.8535251	6.837187
DPP4	7.2046749	7.4508733	7.7876713	6.9239966	7.4218025	7.9711096	8.6527703	7.693858	5.7937407	7.804339	7.4239872	8.108977	7.974805	7.8141976	7.4709461	7.2085841	8.8762821	6.5514395	6.4127602	6.3092297	6.8889647	7.5710353	6.1797182	5.7878762	5.3319079	5.8934461	6.2410752	6.1470365	5.4790244	7.374773	6.8009606	6.0867269	6.3271666	7.0793624	8.578694	6.500065	7.9731524	5.33885	5.760183	6.6485456	5.8394867	7.0160256	4.6067462	6.6511925	6.1838101	8.7719115	7.2538581	7.1494027	6.0198153	7.657216	6.1484335	5.687924	7.8319467	7.6303619	7.2411339	8.8060822	6.349128
DUOX1	5.4103822	4.2276852	5.0981856	4.1978856	5.0088036	4.6567166	4.153667	4.496492	5.1540734	4.933993	5.8315919	5.053785	6.579944	5.3827602	4.6192074	5.8741477	5.7940048	5.3502501	5.2547906	3.7000286	4.9769045	5.9624494	5.4500056	5.2087131	5.5705203	5.8241032	5.228197	4.4259148	5.1113098	6.0017536	5.4332544	4.5467472	4.1750208	5.0936051	4.569081	4.586576	5.4075913	5.508679	6.174302	3.8132357	4.3634707	4.1188085	4.7603254	3.6638972	5.1163452	5.074026	4.9891776	5.4743779	4.0743877	5.7175154	4.2512888	5.415748	5.8953373	4.4558898	5.6219242	6.115298	5.5370561
DUOX2	3.9938327	6.2039539	4.1192504	4.3973584	4.5409916	4.5707075	5.7219841	6.921731	7.4605226	8.140129	7.7567234	7.023566	4.122048	6.53473	7.4611059	4.4953999	6.6662729	6.6236258	5.0866897	4.0528897	7.9344387	3.409064	5.8058252	4.7510396	6.0982957	5.6319728	7.1501357	6.292941	3.2435589	5.2754198	3.6413656	4.9911507	3.6031388	4.6160632	4.160476	4.269679	3.9254494	4.290815	4.325479	4.0139031	3.9836669	5.9252165	5.0476536	2.5865295	3.1049248	5.2012046	5.8435872	5.7215143	4.9962095	5.0464822	3.8203197	4.338166	6.3829002	6.3716505	4.4836683	5.5231548	4.1372046
ECH1	9.20685	9.5027079	8.9770131	8.9788651	9.4596659	8.6868955	9.1683729	9.475691	8.9927888	8.492515	8.8583476	8.841192	8.894149	9.1837004	8.9643714	9.024203	8.7388614	9.6055533	6.691997	8.6938869	9.0738553	9.359302	8.9664838	9.3183637	9.5519203	8.79092	8.7889015	9.3780761	9.0208946	8.3248816	9.1385395	8.7602316	9.3853297	9.759522	9.084662	9.688956	9.3058385	8.553428	9.269317	9.6276561	9.3473049	9.2512846	9.0245921	9.3089046	9.5412323	9.6006282	9.0900116	9.4381087	9.1582748	9.0426535	9.3457292	9.382851	9.2756626	8.7004125	9.4052218	9.5734822	8.9391775
EGFR	7.6479168	7.6177365	7.1647691	7.2583395	6.7380761	7.018891	8.3019611	8.343013	8.2287008	7.889185	8.2564791	7.650538	7.995283	8.1370265	7.8128638	6.8853823	7.897592	7.9210545	7.3848263	7.7450387	8.7711235	7.5802607	7.8633405	7.9909647	7.3644223	7.2526561	7.5979398	7.6273287	6.9782936	7.2174602	6.9045128	7.2649223	7.3653282	7.4853642	7.707272	7.357465	6.8791874	6.228283	6.768941	7.1490192	7.6117192	7.0972635	7.2902886	7.7129472	6.8525297	7.8201556	7.3655108	7.2199463	7.2405226	7.3520964	7.4192791	7.290929	7.717865	8.2731786	8.1668921	7.9626083	7.0578965
EGR1	9.3859817	10.8967347	10.5676217	10.0890322	10.5230775	10.8346675	11.7769507	11.977581	12.1317559	12.51676	12.1042925	11.638209	12.365865	11.5514997	11.1773635	11.6031667	10.8062589	11.7341671	11.5159929	12.1480313	10.2784955	9.9059275	13.0130561	13.0130561	12.2123771	11.3761959	11.7952413	10.0109061	10.6958407	11.289175	10.9781736	11.2958878	10.7403395	10.8217535	11.302917	10.335653	9.6799031	9.968182	9.813242	10.763296	9.8523315	11.806905	11.2096261	10.4890217	10.3968931	9.7056851	9.539958	10.0324638	10.7405387	11.7003165	10.7257018	9.769053	12.7953447	10.0475822	11.0987796	10.3192433	11.5555483
ELAVL1	9.3671641	9.5279914	9.4622679	9.3243277	9.1737381	9.6972616	9.3880416	9.367863	9.3280773	9.340239	9.4477856	9.646145	9.363095	9.3557483	9.8520391	9.6716583	9.5167026	9.4964506	9.8879309	9.9727997	9.1452132	9.2529934	9.4205111	9.5438698	9.5108836	9.8622602	9.4808465	9.7216263	9.4138675	9.6492356	9.7539323	9.3135166	9.3568647	9.719585	9.235056	9.353394	9.4023716	9.467018	9.519156	9.4959719	9.3821207	9.5167026	9.7733125	9.3801178	9.2041035	9.2922567	9.3447277	9.1956563	9.3871649	9.7704203	9.4835215	9.457908	9.3593367	9.5202167	9.3946627	9.312541	9.4942424
ELOVL5	8.1337551	8.2375273	8.8062336	8.8457821	8.9637022	8.9580566	9.2511144	8.581432	9.5695031	9.247936	9.3232522	8.98358	9.436463	8.8871876	9.1692983	9.3285255	8.7181457	9.4365711	9.8590834	10.0723294	9.1132202	8.7216067	8.8669655	8.799045	8.7948966	9.1520604	8.9385069	9.1264236	9.2102224	9.254801	9.0571961	8.4471704	8.5148366	9.1057606	9.125906	9.280463	9.0342432	8.64516	8.65003	8.4564509	8.4243234	8.6184656	8.7241882	8.7807438	8.834812	8.9731105	8.855933	8.7364	8.6405058	8.8481677	8.7693987	8.839888	8.6406058	9.0595653	8.7321702	9.0211201	8.6546368
EMC2	8.8902779	9.3303801	9.4842569	9.4620561	9.3695502	8.2766536	9.2184738	8.921178	8.76993	9.01338	9.5249289	9.380869	8.800722	9.2840062	9.1139434	9.043113	9.6184022	9.363586	9.0404664	9.4550518	9.0950689	8.8182545	8.400185	8.753272	9.0053982	8.8180883	8.5596292	8.9764088	8.9901908	9.2979529	9.2056556	9.1141176	9.5143781	8.6542976	9.053666	9.336667	9.4012555	9.693857	9.571832	9.509457	8.9983623	9.4569204	9.6083109	9.0192146	9.3789597	9.3555344	9.1853526	9.8041675	9.5961206	9.0950689	8.9191334	9.852526	9.0597967	9.0256014	9.4912908	9.366892	8.980328
ENO3	6.8765738	5.2752378	5.700533	6.058423	5.2357314	6.4969463	5.3728442	5.135114	6.1824615	5.838047	3.6688032	4.651912	4.44787	6.1278356	4.8189636	5.1430318	5.2450185	6.2010906	5.8693415	5.8912899	5.180202	5.6531536	5.4635637	6.1576253	5.834547	3.1945184	3.8030817	5.4340596	4.9372056	5.8208328	1.9676136	4.3440777	5.3259338	5.3619037	2.494577	3.051169	4.9798534	3.392105	4.540847	4.2415229	4.5223421	10.1307823	4.7213193	5.6637309	3.2212362	2.8748309	4.5301655	4.8527034	4.8303993	3.2830138	5.8683627	5.763505	7.2047071	4.6664286	4.7319489	3.4424507	3.4181104
ENPP2	9.1694242	9.4687286	9.6086415	10.034286	9.7037085	10.2017207	9.0633216	8.936592	10.007467	10.157608	10.0456228	10.570519	10.386152	9.8848202	9.5533618	10.6565734	10.4766664	9.6408182	9.1721798	10.0990302	9.7122003	9.3415971	10.3065424	10.4210678	10.3098048	9.9000645	10.4588987	10.4392536	10.4969043	10.6735202	10.4355662	9.4539807	10.5286416	9.9539734	10.46689	10.872229	9.8947177	10.01379	10.210036	10.666862	10.7086026	10.3566826	9.075737	10.6396544	9.7967357	10.3664762	9.90279	9.4269689	10.2952911	10.3398607	9.5629698	9.484092	10.789044	9.663425	9.663425	9.921983	10.027692
EPAS1	10.6153923	10.4130508	10.2799284	10.4907573	10.3088613	10.5980987	10.171365	10.856141	10.7096791	10.837074	10.711553	11.540689	11.039758	10.505964	10.3409033	11.409113	10.5600755	11.411619	10.3578354	10.7604119	10.2497752	11.3912133	10.4355471	10.2916617	10.8580307	10.7282423	10.7582298	10.2714996	10.6280355	10.3818878	10.7805818	10.6103204	10.0014897	10.7957187	10.536885	10.572637	10.1102671	10.299822	9.84255	10.2600962	10.5637054	10.1451617	9.9348099	10.6013872	9.9067625	10.3309902	10.5731599	9.7456834	10.0226966	10.3890404	10.5569677	9.966227	10.1885173	10.9016649	10.4298933	10.7514371	10.4298933
ETV4	4.0447409	5.1158435	3.5074353	4.6765618	3.7996324	4.1278414	3.3626026	5.142777	3.7697855	4.90548	4.2672815	5.185017	5.714601	6.0909523	4.1147348	5.9793024	4.2321244	4.4666234	4.5877043	3.6019877	6.4729526	5.9164872	4.6851256	6.2716801	4.9931108	4.3891228	3.8555078	5.2586478	4.4254666	6.2252663	6.0142649	3.6864717	6.0251903	4.9842639	4.420552	3.926052	4.6596497	4.319842	4.100799	3.6006651	4.9184917	4.2001064	4.1562666	3.9325784	4.6031728	4.2688948	4.2290857	5.0833727	3.4927982	4.3033306	4.8307489	4.28467	3.4933493	6.1333316	5.9753537	4.0939834	5.4744393
EZH2	7.0341437	4.2556439	4.1499068	3.1435184	6.11113	6.2750314	3.7896107	3.978673	4.5849787	4.818087	3.9822212	3.554746	5.618483	3.4582785	3.5547463	5.7418141	5.8041851	2.4280145	5.5922746	4.9511584	1.7890335	4.119305	4.6842962	5.2123702	4.1365898	6.1306179	5.0387749	3.789454	3.8776862	4.640417	4.9901065	6.122711	3.8853621	5.0465835	4.659618	5.083137	3.5997879	3.641148	4.121644	5.6503127	5.4827907	5.2747685	5.3431998	3.385096	5.5054603	3.1837558	5.5352322	3.8828439	4.762944	5.1311496	5.3049034	4.937165	5.2206268	3.9990233	3.5019315	4.3344174	4.7544531
FABP4	10.4181082	10.0688005	9.3837386	13.2037671	10.0271189	9.9278524	10.205461	11.151193	11.6733122	12.114877	11.3555141	11.380967	11.875373	11.3892505	12.6675802	11.2006877	9.3890905	12.6674682	8.9558926	12.5171437	12.1413542	8.9431348	9.5397857	8.1123849	11.4440836	10.0269126	8.4194176	10.0343383	10.1106078	10.2091557	8.2173803	10.2763679	10.4291099	12.638843	12.00277	11.729218	11.7407478	10.75406	8.599733	10.1460554	11.4507801	11.4385822	9.4665592	11.0286676	11.6406152	12.2856411	8.3584178	11.8914472	8.4061826	9.457218	11.5704325	11.36534	10.6891308	11.6529891	11.4583292	11.7225931	10.637064
FADS2	6.0194765	6.9920749	6.8927235	7.3495279	7.0146243	7.1596916	6.7796564	7.498005	8.7154774	8.156509	7.0103146	8.279916	7.563703	7.4243273	8.1051672	7.4078257	7.2205501	6.2914317	6.4271068	6.8396546	6.9347137	8.4402084	7.8117624	7.3969495	7.8437477	7.5822651	8.5825974	7.696114	6.8659739	7.1968405	7.9096482	7.1134594	6.2597638	7.6061094	7.337512	7.249946	7.341884	7.676731	7.316358	6.3931457	5.3791237	6.4851018	6.8446669	7.4523973	7.3253056	7.6325215	8.4589158	7.3049708	7.7723387	7.2746028	7.9610524	6.116615	7.1797853	7.7538572	7.8095648	7.2703446	7.673065
FBXW7	7.3800814	6.8012076	7.0587526	7.3175034	6.0154264	6.0545017	7.0423919	7.182455	7.1088175	7.069976	7.0999492	6.694087	7.408857	7.0607628	6.843521	7.5251443	6.7222531	6.2260497	7.5409225	7.1205242	6.5487271	7.2065986	7.4576989	6.701096	7.1426365	7.2818752	7.5874557	6.6746019	6.4930547	7.4314892	7.0331575	7.0792094	7.1210957	5.3951668	7.197702	7.059611	6.9509668	6.542554	6.761967	6.7106894	6.4772935	6.3951203	6.3728892	6.4395528	7.0639455	7.1227402	6.97824	6.2374476	6.9652587	6.7085724	6.85656	6.583908	7.7012644	6.9183633	7.0612253	6.7726988	7.5337384
FGF21	4.5139626	6.2696303	5.9585763	5.6592149	6.3965466	5.4002145	4.154613	4.082838	6.0139989	6.025814	6.6394461	6.676203	5.195631	4.8112962	6.3675275	4.7196737	5.9006045	5.6586141	6.0616662	5.664998	6.0438937	6.2768719	6.8337345	5.9866857	4.701378	5.3018685	4.1764563	6.1724381	5.2161872	5.520958	4.1775559	5.8125794	4.7919752	4.1126962	5.500454	5.099451	4.2461298	6.22634	5.619158	6.3440019	5.291691	5.6539615	4.1600872	5.2981203	5.8218818	5.4628637	6.1149678	4.0798136	6.0862372	6.2004453	5.0395098	4.842634	5.8709444	6.202569	6.3247076	4.8699299	5.5124294
FH	8.3627315	8.2393029	8.4143216	8.7514938	8.3267087	9.0665869	8.0727934	8.409428	8.6517092	8.388006	8.3514941	8.778825	8.112543	8.5049508	8.8836218	8.2121688	8.4502041	8.519283	8.1633855	8.4923407	9.1111856	9.0585897	8.6205319	8.9079061	8.6911928	9.0641273	8.551511	8.2276232	8.721248	8.290301	8.4717847	8.6235843	8.4839882	9.1639678	8.545868	8.541097	8.6131573	8.545539	8.350806	8.4050545	8.4032437	8.2728999	8.0043565	8.5119096	8.5601383	8.6725345	8.9949583	8.4971357	8.4642125	8.6815514	9.0253904	8.048221	8.6981042	8.5035535	8.340853	8.1355016	8.9237171
FLT3	6.1918969	6.0222746	5.9003675	4.1868326	5.4913944	6.2051781	6.2809048	6.427283	6.0328387	5.185652	6.329623	6.668279	6.666394	4.9303986	7.0229092	6.3169696	5.5301058	5.5825718	6.6665312	5.6786511	6.3696181	5.9363654	5.7228302	6.0588825	6.4774368	6.8935293	6.3031931	6.5197448	6.8293531	6.3250853	6.5492081	6.2570222	6.6319891	6.8386454	6.149946	6.518304	5.1055224	6.488173	4.842603	6.7858658	6.9260265	6.9432307	5.6303607	6.7818413	6.099748	5.8865922	4.8849667	6.651921	6.0378642	6.474534	6.2317255	5.795666	5.6411049	4.0961632	5.6673066	4.731637	7.0644367
FOXO4	6.6465878	4.7463685	4.9850946	6.1664904	4.9154933	6.7524089	6.5508192	6.716377	6.2181702	5.978891	6.4347883	7.005055	5.926506	6.2867985	5.8400178	5.9198183	6.7048693	6.0567753	6.0081483	5.1668351	7.1212052	6.5602376	5.7821815	5.2325741	5.9532336	4.7400585	5.9657736	6.4420492	6.2146313	5.769734	6.174118	4.2755495	5.2061664	6.0087474	4.817638	4.592975	4.9255033	6.410816	5.675216	5.2835954	5.5890461	4.0381996	5.6617828	5.9741181	5.2168931	6.1392039	6.2995263	3.3706881	5.0096869	5.377488	5.6855668	6.064609	5.9969946	5.6879499	5.2334993	7.00334	5.3467241
FTH1	12.6209363	12.5397772	12.6469735	12.7418347	12.6399386	12.7246693	12.2544105	11.860994	12.4442237	12.133905	11.8314455	12.873995	12.119542	12.683601	12.3490104	12.1798048	12.4239174	12.1545805	12.7276193	12.4239174	12.1063547	12.4988629	12.5177837	12.4788084	13.0247573	13.0484103	12.1549874	11.9280807	12.5801898	12.1549874	12.3410367	12.2149428	12.5421914	12.8257267	12.312015	12.395212	12.4612766	12.774647	12.873995	12.0578845	12.0649168	12.4788084	12.6198957	12.0231329	12.3142427	12.3044029	12.841901	12.6509834	12.4527217	11.8761098	12.8602735	12.80133	12.0148198	12.1865028	12.4008624	12.3336531	11.8804533
FTL	13.6461127	13.6103497	13.5656559	13.6461127	13.5656559	13.4882639	13.6593514	13.380365	13.4882639	13.700894	13.1138822	13.590249	13.321394	13.6194237	13.6593514	13.6012402	13.8076476	13.4011809	13.6694761	13.5566368	13.4543539	13.9376346	13.9376346	13.8495011	13.9376346	13.9129673	13.8398096	13.9935273	13.5656559	13.550407	13.5769199	13.8088911	13.8088911	13.700894	13.619424	13.808891	13.700894	13.659351	13.700894	13.6593514	13.8088911	13.7042029	13.6457195	13.5845361	13.6245312	13.4658601	13.6245312	13.6457195	13.6694761	13.6694761	13.9376346	13.5935	13.6758799	13.5164075	13.6314101	13.4739485	13.7478665
FURIN	8.8933745	8.2563669	8.2761911	8.5443687	8.8472009	7.7300466	8.2508095	8.820762	8.615424	8.911062	8.2932301	8.322788	9.252298	9.2234951	8.3411775	8.5132816	8.5077627	7.720747	9.1841264	8.5507565	8.7470515	8.6234444	8.9049487	8.8652056	9.0062038	7.9937648	8.496084	7.8405947	8.1054234	8.1754243	7.5116058	7.7234668	8.1216411	8.1125508	7.782556	7.762383	7.4323645	8.786363	8.163984	8.0737844	8.7580602	8.2879159	8.0735554	8.2364149	7.5842695	7.4954892	8.6237294	7.0981092	8.3747975	7.9730417	8.6615975	7.597731	7.3885406	8.3297166	8.7326364	8.4814593	8.6662054
FXN	6.9570676	6.5255059	6.3401554	5.5444853	6.606277	7.2280276	6.6305819	7.152049	7.4859211	6.339663	6.5736301	6.982731	4.393615	6.4468934	7.2819336	7.0377061	6.5787859	6.2029222	7.7497733	7.4524753	6.5063362	6.3820197	6.353824	6.803544	5.5950205	5.1029412	6.6688623	7.1462689	7.1732386	6.7741147	7.0368586	6.8093287	6.7163867	6.5790971	6.245353	7.079519	7.1533482	6.554988	6.668309	6.7542806	6.711488	6.1031688	6.6196209	6.7284032	6.9670095	6.4459192	7.2030449	6.4396006	6.8535225	6.7750833	6.5439526	6.725384	6.5761043	6.8970337	6.3170855	6.1416919	6.9678327
FZD7	8.0840064	8.0668909	8.0787023	8.4508999	8.1579474	8.1552509	8.0059168	8.228988	9.17894	9.246124	9.0692106	7.961536	7.897753	9.0673428	8.5694225	8.6415987	8.8202566	8.6096978	6.8861984	7.7940047	8.9814639	8.5828697	8.8319763	8.7083601	8.4007588	8.7731662	9.1045023	8.6809882	9.4680455	9.4954798	9.3255812	9.1520706	9.6605301	8.9867204	8.949221	9.222189	9.0208078	9.215216	9.157334	9.9649642	8.9487133	9.2829835	9.0183821	9.4390644	9.0456985	9.0600797	9.0006102	8.4709745	9.6295343	9.185156	8.9635907	8.557875	9.5382365	8.9786784	9.4574038	9.6564283	8.8821798
G6PD	5.709694	7.9082461	7.7662029	6.0828676	7.8325601	6.1672374	6.9912118	7.722524	7.7956853	7.526276	7.2031809	8.234934	7.959431	8.2692242	8.1229153	6.945234	7.303946	7.1562521	7.1651948	6.5160209	7.5131555	7.9974225	7.8743819	7.4161926	8.7237146	7.5756735	7.8161517	7.1117457	7.4802716	7.5446062	7.7070219	5.685812	7.4066637	7.6094478	6.495735	7.315824	6.0182483	7.678722	7.539911	7.6821174	7.5822493	7.4787694	7.5875695	8.2108708	7.6111692	7.0051731	8.0154413	7.3056509	7.1835881	7.0665838	7.3125685	6.65672	6.5907867	7.3638196	7.8138371	7.8945847	7.8063672
GABARAPL1	9.4064669	9.1315058	9.2895966	9.3611612	9.4296298	9.3842151	10.1883818	9.467457	9.6460301	9.423086	9.8234123	8.549705	9.597918	10.0064444	8.8814589	8.5176558	9.357041	9.308762	10.2147148	9.7124612	9.2260204	8.6177572	9.2578528	9.1774593	9.7153189	7.910842	7.3178196	7.7901362	8.216826	7.6844798	7.9883409	7.9693811	8.0098302	8.6439079	8.262016	8.480943	8.0644	8.373036	8.626429	7.8950924	7.6790725	8.9223416	8.1811086	8.135829	8.6291789	8.1637017	8.2083364	8.5932093	8.3665062	8.1716101	8.4265551	9.480927	8.7522441	8.5545689	9.1218971	9.0668729	9.3101734
GABARAPL2	11.193846	11.3656977	11.3190317	11.3310684	11.1450296	11.4219578	11.1522967	11.38146	10.8254227	11.234792	11.4803673	11.221612	10.933294	11.3552822	10.9863802	11.442967	11.4577687	11.1102077	10.9522138	11.2487863	11.5750294	11.3803274	11.467453	11.467453	11.3301877	11.4488923	11.4258036	12.0100065	11.6627754	11.8091384	11.5316795	11.3433872	11.6723101	11.9141948	11.537604	11.749328	11.7179745	11.65549	11.658644	11.4988289	11.2971395	11.5998655	11.7352593	11.9351484	11.6458819	11.716081	11.5582252	11.876506	11.4312486	11.5244065	11.5793343	11.65908	11.5292814	11.7941484	11.6852175	11.519411	11.6082568
GALNT14	4.6914225	5.3350033	4.1981111	5.262609	5.4636534	5.413733	4.8602505	6.149024	5.1280791	5.327241	4.212661	6.137238	5.483834	5.1220541	4.8458696	5.8145875	4.7922362	6.165021	5.4418444	4.0007491	6.1128805	5.2253082	4.6195727	5.6193864	4.7615958	5.8385784	5.6118921	4.881738	3.7945725	5.8244106	4.6992658	6.2449447	4.4808779	6.2471759	4.735838	6.16119	5.3246914	5.62326	3.58054	5.297046	7.0654484	6.9191485	5.0227109	4.5014932	4.6010975	4.1269061	6.1955845	4.1215776	4.4634082	5.1559881	5.347541	3.87085	3.7629199	6.2934166	5.5300089	5.7393771	5.5291732
GCH1	9.5578929	9.2296905	9.5176841	9.320443	9.396947	7.8507204	8.9064498	8.431685	10.3123849	10.224865	9.9630452	10.534831	10.197842	8.2720864	7.1913564	8.7101098	7.4685183	8.302717	9.0303128	9.4737869	7.4758282	7.5615496	7.5433	7.6410072	7.7470509	8.7364118	7.4506492	6.8292852	8.3350649	7.8847116	8.1338728	7.0296074	7.2888339	7.3179061	7.126745	7.57421	8.3608933	7.765321	8.082701	7.5051515	6.8425167	7.6273599	7.0948688	8.1055854	8.1274204	7.3422222	8.3430884	8.1110056	8.5083595	7.2460869	8.1061899	7.871712	7.8436901	7.2127231	6.6253203	7.4120471	8.3782921
GCLC	7.9455364	8.3008701	8.1030127	7.9217642	8.3380753	8.3833438	8.3884094	8.280973	8.2856776	8.770845	8.1816617	8.077909	7.657159	8.7548194	9.0376171	8.5074104	8.2586877	8.643872	8.4140964	8.729454	8.5799754	7.8930616	7.5244397	7.5970148	7.9402057	8.2731842	7.8301131	8.046211	8.5121932	8.6579039	7.9592857	7.7857719	8.3363273	8.3139118	7.644795	8.211227	8.0474747	7.825453	7.941304	8.0092365	7.9866337	8.0858798	8.3521345	8.0931843	7.7245443	8.4751414	7.9714264	8.1571402	8.1893931	8.4047775	7.9466612	8.372028	8.3488807	7.9623079	8.3514239	8.3633082	7.7503147
GDF15	6.7229815	6.9833719	6.6080594	6.1204076	6.3322258	6.4186462	5.6284218	6.726768	5.9924898	7.772862	7.1592337	9.289404	9.292805	6.9742563	6.9563562	7.8010146	8.0351156	6.2222165	4.625319	4.341406	6.6753052	6.0773848	6.842666	6.2991439	7.8443319	3.8318994	6.2877238	4.7193954	5.3627994	4.5810763	5.8177294	5.5705245	5.385564	5.8895888	5.83902	6.688419	4.8382882	5.73005	6.566699	5.1428271	5.1903812	6.8082402	5.9624546	6.494369	6.7445541	5.0388565	5.0296473	4.8870559	4.4554978	6.8128236	5.2763167	6.287682	5.014467	7.4084241	6.3503264	5.1420792	7.0515808
