ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	230	0.449376589484077	1.69461926784101	5.79919585868084e-05	0.0106125284213859	0.0101333317109581	1901	tags=32%, list=15%, signal=27%	CXCL3/CXCL2/IL12RB2/IL6/IFNA8/CXCL8/CXCL14/TNFSF14/IL1R2/IFNA2/CRLF2/CXCL5/CCL7/CCL20/TNFRSF17/PPBP/CXCL1/CCL2/CXCL13/INHBA/LIF/TNFRSF10D/INHBB/IL1B/IL20RA/CCL13/IL25/CCL1/CSF3/IL26/CLCF1/IL7/TNFRSF4/CCL18/PRLR/CXCL9/IL17A/IL23A/TPO/IL3/BMP2/FLT1/GDF5/KDR/IFNA5/CD70/CXCR3/IL24/CCL8/EGF/TNFRSF11B/CCR9/CXCR1/IL18RAP/IL7R/BMPR1B/TNF/IL3RA/FLT3LG/IL17B/TNFSF10/CCL4/MPL/IL15RA/CXCL11/CD27/TNFRSF9/TNFRSF12A/CXCL10/CCL17/IL5/CXCR2/FAS
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION	114	0.471245296187961	1.64383261020887	0.00110973804015298	0.101541030673998	0.0969560603502076	1732	tags=26%, list=14%, signal=23%	MYH1/MYL2/MYH2/MYLPF/MYH4/MYH7B/TJP3/MYH7/OCLN/CLDN17/CTNNA2/ACTN2/LLGL1/CTNNA3/MYH11/MYH13/PARD6B/MYH8/CDC42/JAM2/TJP2/CLDN3/PRKCH/SRC/PRKCQ/CTNNB1/MPDZ/MYH15/MYH3/PRKCI
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	79	0.523117078741206	1.7249081270822	0.00177179912714387	0.108079746755776	0.103199528107327	3438	tags=54%, list=27%, signal=40%	LAMA3/ITGB7/RELN/LAMC2/COMP/ITGA8/SDC1/LAMA2/ITGA9/COL4A4/COL1A1/LAMA5/THBS1/LAMB1/THBS3/COL2A1/HMMR/ITGB4/COL5A1/LAMA1/THBS2/COL11A2/COL6A2/ITGA1/LAMC1/ITGA2/COL6A1/TNR/COL11A1/LAMB4/CD44/DAG1/COL4A1/SV2A/CD36/ITGA3/ITGA2B/VWF/COL5A3/COL5A2/ITGA5/COL6A3/GP6
KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM	33	-0.601113557415471	-1.73843979268501	0.00253477482782784	0.115965948373123	0.110729637215637	3109	tags=39%, list=25%, signal=30%	ALDH2/PCK2/PC/ME3/ALDH7A1/ALDH3A2/ACACB/ME2/LDHAL6B/ACYP1/LDHC/PCK1/PDHA2
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	82	0.483218236200239	1.60879289843319	0.00452926667483641	0.142261393029172	0.135837740827395	2547	tags=39%, list=20%, signal=31%	IL6/CD1C/IL1R2/FCGR1A/DNTT/GYPA/IL1B/CD5/CSF3/TFRC/IL7/TPO/IL3/CD38/IL7R/CD34/TNF/IL3RA/FLT3LG/CD7/ANPEP/HLA-DRB4/IL5/CD3D/IL5RA/CD3E/ITGA1/IL1R1/ITGA2/THPO/CR1/CD44
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION	187	0.404854865529211	1.49367809442709	0.00466430796816959	0.142261393029172	0.135837740827395	2494	tags=32%, list=20%, signal=26%	MYL2/LAMA3/MYLPF/ITGB7/RELN/LAMC2/JUN/COMP/ITGA8/BIRC3/ACTN2/FLNC/LAMA2/FLT1/KDR/PDPK1/EGF/ITGA9/GSK3B/COL4A4/COL1A1/LAMA5/THBS1/LAMB1/CDC42/PPP1R12A/THBS3/COL2A1/SRC/CTNNB1/XIAP/MYLK/ITGB4/COL5A1/BCL2/LAMA1/THBS2/PDGFD/PIK3R2/IGF1/SHC2/RASGRF1/COL11A2/ACTN1/ROCK2/VCL/COL6A2/ITGA1/SHC3/PDGFRB/LAMC1/ITGA2/PIK3CA/COL6A1/FLT4/TNR/COL11A1/ERBB2/IGF1R/LAMB4
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	84	0.470466814326809	1.57079704571273	0.00619305670605276	0.161904196743951	0.15459359597064	3135	tags=36%, list=25%, signal=27%	PTGS2/LAMA3/CDK6/LAMC2/E2F2/BIRC3/MYC/LAMA2/CCNE1/COL4A4/LAMA5/LAMB1/XIAP/BCL2/TRAF3/LAMA1/PIK3R2/NFKBIA/LAMC1/ITGA2/PIK3CA/LAMB4/CCNE2/NFKB1/PIK3CB/NOS2/COL4A1/ITGA3/ITGA2B/PTK2
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM	32	-0.553469324083121	-1.60187151904121	0.00984934254493175	0.225303710715314	0.215130376639299	3125	tags=50%, list=25%, signal=38%	HADHA/ALDH2/ACSM5/ECHS1/HMGCS2/ALDH7A1/ALDH3A2/GAD1/ACSM3/AKR1B10/ALDH5A1/EHHADH/GAD2/PDHA2/ACSM1/L2HGDH
KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS	18	-0.636496854197616	-1.67819265430736	0.0173924455043283	0.302446669108799	0.288790032050967	1638	tags=33%, list=13%, signal=29%	C1GALT1/ST3GAL2/GALNT10/GALNT12/GCNT3/GALNT3
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	75	0.456655668839244	1.48610768724659	0.0175046097073847	0.302446669108799	0.288790032050967	2316	tags=37%, list=18%, signal=31%	TNNC1/MYL2/IL6/ITGB7/CACNG3/MYH7/CACNG5/TPM3/ITGA8/CACNB4/ACE/TTN/DES/LAMA2/ITGA9/TNNT2/CACNA1S/TNF/TPM2/PRKAA2/ITGB4/IGF1/LMNA/CACNG1/ITGA1/SGCB/ITGA2/TPM1
